id,partij,verkiezing,locatie,thema,tekst,token_estimate,tokens,embedding
77,PVV,provinciale staten,utrecht,"Een realistische energieaanpak, geen klimaathysterie.","Iedereen is zich de afgelopen periode rot geschrokken toen de nieuwe gas- en energietarieven op de mat vielen. Dit alles heeft uiteraard een link met het conflict in Oekraïne. Het is echter niet uitsluitend te wijten aan buitenlandse conflicten. De landelijke regering voert al jarenlang een onduidelijk beleid en heeft belangrijke energiebronnen afgeschaald, denk aan de vele kolencentrales.
De PVV zegt al jaren dat zo snel als mogelijk moet worden onderzocht of er veilig nieuwe kerncentrales gebouwd kunnen worden. Telkens wordt er gezegd: ‘’Maar dat duurt te lang’’. Als men veertien jaar geleden naar de PVV had geluisterd dan had Nederland nu al deze problemen niet gehad. In plaats daarvan wil de zittende politieke macht onze prachtige provincie visueel kapotmaken met gigantische windturbines en zonnevelden. Wat de PVV betreft dus geen windmolens en zon- neakkers in onze provincie. Als het dan toch doorgedrukt wordt, dan moet er ook gehouden worden aan de afspraken van de conventie van Aarhus. Dat wil zeggen dat omwonenden een duidelijke en beslissende invloed hebben op het plaatsen.
Daarom wil de PVV:
A. De energierekening weer betaalbaar maken. Dus geen subsidie naar onrenda- bele energieopwekking zoals windturbines en zonnevelden.
B. Onmiddellijk stoppen met alle plannen voor windturbines en zonneakkers
C. Dat zon-op-dak particulier mogelijk moet zijn, maar bij erfgoed mag de
erfgoed-waarde niet worden aangetast.
D. Geen gedwongen energietransities op wat voor manier dan ook.
E. Serieuze onderzoeken naar het bouwen van kerncentrales en hier ook actief
beleid op voeren.
F. Dat de huidige biomassacentrale zo snel mogelijk gesloten moet worden.
G. Aan de gang gaan met het ondersteunen van agrarische initiatieven om gas mid-
dels vergisting te produceren.
H. Stoppen met het subsidiëren van de elektrische auto, dus ook geen extra laad-
palen. Het huidige stroomnet is niet toereikend om in deze vraag naar stroom- capaciteit te voorzien. Er dreigt zelfs een energietekort te ontstaan met zelfs mo- gelijke black-outs tot gevolg.",719,,
78,PVV,provinciale staten,utrecht,Steun voor de Utrechtse boer.,"De Utrechtse boer is een volwaardige en belangrijke speler in het landschap van de provincie Utrecht. Boeren moeten zoveel mogelijk gesteund worden. De boer staat bovendien ook symbool voor onze Nederlandse cultuur en wij houden van onze cultuur. Wie wil er nu niet koeien in de wei zien staan? Een Nederlandser beeld bestaat er bijna niet. De weidegang van het vee dient dan ook behouden te blijven.
De hetze tegen de boer die vandaag de dag speelt is dan ook iets wat de PVV niet ondersteund. De boer moet alle ruimte krijgen om te boeren. Er is feitelijk geen stikstofcrisis. Het is een papierenprobleem. Onze boeren hebben laten zien dat zij met hun innovatie en vakkennis de efficiëntste ter wereld zijn. De stikstofplannen moeten van tafel!
Daarom wil de PVV:
A. Dat de provincie de boeren ondersteuning verleend met het behouden van hun huidige bedrijfsvoering.
B. Dat de provincie zo snel mogelijk overgaat tot het legaliseren van PAS-melders.
C. Dat de beheerplannen van Natura2000-gebieden worden versoepeld en we
ook niet meer gebieden uitbreiden.
D. Agrarisch natuurbeheer.
E. Dat de provincie Utrechtse boeren, daar waar zij dit wensen, ondersteunen op
het gebied van innovatie.
F. Dat de provincie niet moet meewerken aan onteigening of uitkopen.",441,,
79,PVV,provinciale staten,utrecht,"Oog voor tradities, erfgoed en natuur.","Utrecht moet Utrecht blijven. Daar horen eigen normen en waarden bij. De PVV koestert onze Nederlandse tradities zoals het Sinterklaasfeest mét Zwarte Piet, gezellige kerstmarkten en andere van oorsprong christelijke feesten. Ook is de PVV een groot voorstander van degelijke monumentenzorg. Historische gebouwen in de provincie Utrecht dienen behouden te blijven zodat latere generaties ook nog kunnen genieten van ons erfgoed. Dat houdt in dat deze gebouwen onderhouden en gerestaureerd moeten worden.
Kunst daarentegen is een ander punt en is bij uitstek een particuliere uiting en moet daarom niet gefinancierd door de provincie. Daar waar het gaat om cultureel erfgoed is de PVV uiteraard wel voor behouden en bescherming hiervan. De klimaat- en verduurzamingsdrang sijpelt ook steeds meer de monumentzorg binnen. De PVV wil voorkomen dat ons erfgoed aangetast wordt bijvoorbeeld door lelijke zonnepanelen zichtbaar te plaatsen.
Daarom wil de PVV:
A. Ondersteuning van Nederlandse tradities, zoals intochten met Sinterklaas én Zwarte Piet.
B. Dat we de kwaliteit van historische gebouwen, structuren en cultureel erfgoed op peil blijven houden en beschermen, ook door te sparen voor onvoorziene uitgaven.
C. Dat op alle scholen en overheidsgebouwen de Nederlandse vlag wappert. Op het provinciehuis wapperen alleen de Nederlandse en de provincievlag.
D. Geen zonnepanelen op historische gebouwen.
E. Dat waardevolle natuur behouden wordt zoals de Utrechtse bossen en heide.
F. Geen nieuwe ecoducten.
G. Geen bemoeienis vanuit Brussel wat betreft de Utrechtse natuur.
H. Een harde aanpak van illegaal dumpen van afval en bodemvervuiling.
I. Dat bij onwenselijke en gevaarlijke schade die veroorzaakt wordt door dieren
wel de meest diervriendelijke oplossing gekozen wordt.",621,,
80,PVV,provinciale staten,utrecht,Een gezonde economie met voldoende werkgelegenheid.,"De provincie Utrecht is een ondernemende provincie. Daarom moet haar provin- ciebestuur ook ondersteunend zijn waar nodig, maar vooral ook afhoudend zijn waar het kan. De overheid moet vooral faciliteren en niet dicteren. Dat doen we door zo weinig mogelijk regels op te stellen voor bijvoorbeeld ondernemers. Ook willen wij ruimte geven om Utrecht nog aantrekkelijker te maken. Denk dan vooral aan het bieden van ruimte aan (agrarische) ondernemers om recreatieve activitei- ten te exploiteren.
In een provincie die alsmaar groeit is er ruimte nodig om te verblijven. Ook willen wij als PVV de samenwerking bevorderen tussen de universiteit, de hogeschool, MBO’s en het bedrijfsleven gericht op arbeidspotentieel.
Daarom wil de PVV:
A. Ruimte voor recreatieve activiteiten binnen de agrarische sector.
B. Minder verstikkende regelgeving voor ondernemers.
C. Een rationele afweging tussen economische en ecologische belangen als het
gaat om recreatie.
D. Dat recreatiegebieden, die door de provincie beheerd worden, altijd gratis
toegankelijk moeten zijn.
E. Dat we zoveel mogelijk van ons geld terughalen uit Brussel.
F. Het regionale midden- en kleinbedrijf stimuleren bij aanbestedingen en daar
waar niet aanbesteed hoeft te worden opdrachten standaard gunnen aan
Utrechtse ondernemers.
G. Distributiecentra toestaan, daar waar deze aantoonbaar goede werkgelegen-
heid opleveren.
H. Een goed ondernemersklimaat dat ook mede bepaald wordt door een goede
infrastructuur. Daarom is een goed wegennet, een betrouwbare en betaalbare
energievoorziening en een digitale snelweg cruciaal voor het bedrijfsleven. I. Dat bij het verstrekken van subsidies in het kader van werkgelegenheid de
voorwaarde gesteld moet worden dat dit bij het werven van personeel inwo- ners van de provincie Utrecht moeten zijn. En dat wanneer dat niet zou kunnen aantoonbaar gemaakt kan worden waarom dat niet mogelijk is.
J. Dat bij het verstrekken van onderwijssubsidies de voorwaarde gesteld moet worden dat de kenniscentra rond universiteiten, hogescholen en MBO’s enkel handelen op wetenschappelijke basis en niet basis van politieke voorkeuren of denkbeelden.
K. Dat de provincie oneerlijke concurrentie van de overheid met het bedrijfsleven tegen dient te gaan en op geen enkele wijze (verkapte) staatssteun mag verle- nen.",806,,
81,SGP,provinciale staten,utrecht,VITAAL PLATTELANDSLEVEN,Empty,1,,
82,SGP,provinciale staten,utrecht,VLOT VERPLAATSEN,Empty,1,,
83,SGP,provinciale staten,utrecht,VERSTANDIG VERDUURZAMEN,Empty,1,,
84,SGP,provinciale staten,utrecht,VOOR EEN GEZONDE EN VERBONDEN STAD,Empty,1,,
85,SGP,provinciale staten,utrecht,"ECONOMIE, CULTUUR, RECREATIE EN TOERISME",Empty,1,,
86,SGP,provinciale staten,utrecht,BETROUWBAAR BESTUUR,Empty,1,,
87,SP,provinciale staten,utrecht,Voor krachtdadig bestuur,"Faciliteren, stimuleren, aanjagen, ambitie. Het coalitieakkoord van het zittende Provinciebestuur staat bol van deze loze kreten. Intussen blijft de bouw van betaalbare woningen achter, is het openbaar vervoer uitgekleed, is er nauwelijks nieuwe natuur bijgekomen. Een Provinciebestuur dat met de mond belijdt meer de regie te willen nemen verzandt in de praktijk vooral in een toenemend vergadercircus en enorme informatiestromen, waardoor je door de bomen het bos niet meer ziet.
Wat de SP betreft is dit pappen en nathouden klaar en gaan we echt aan de slag voor de inwoners van de Provincie. Dan moet je die regie ook durven te pakken.
ONZE INZET:
• Iedere buurt en ieder dorp een volwaardige buslijn, de slechtst geïsoleerde huizen worden als eerste aangepakt, veel meer betaalbare sociale huur- en koopwoningen, een flinke klapper bij de lokale energieopwekking (voor en door inwoners) en opslag van duurzame energie, voorzieningen als bibliotheken en buurthuizen blijven open.
• De kosten van de noodzakelijke klimaataanpak worden niet afgewenteld op onze inwoners, maar worden in belangrijke mate gedragen door de grote vervuilende bedrijven.
• Publieke voorzieningen, waaronder nadrukkelijk het busvervoer, blijven beschikbaar voor alle inko- mensgroepen en moeten terug in overheidshanden.
• Meer banen voor iedereen; vanaf VMBO/MBO-niveau tot hoger onderwijs en inclusief voor mensen met een afstand tot de arbeidsmarkt. De Provincie Utrecht heeft zich tot dusver te eenzijdig ingespannen voor werkgelegenheid voor hoger opgeleiden.
• Recreatiegebieden, zoals het Henschotermeer, het Doornse Gat, de Gravenbol en Kwintelooijen blijven voor iedereen toegankelijk, betaalbaar en zo mogelijk gratis.
• Versterking van de sociale huursector in de Provincie Utrecht wordt de norm bij ieder bouwplan, zodat de huurders en woningzoekenden sneller en eenvoudiger toegang krijgen tot betaalbare woningen.
• Bestrijding van discriminatie, op welk terrein dan ook. De SP streeft naar een inclusieve samen- leving. Iedereen die dat wil moet kunnen meedoen. Dat betekent dat we met taalgebruik, werk- vormen en communicatiekanalen zo goed mogelijk aansluiten op de wensen en mogelijkheden van de doelgroep.
• We gaan voor een krachtig bestuur dat in elke gemeente, stad, dorp en platteland te zien is.
VOOR OPENHEID
• De commissaris van de Koning en de leden van Gedeputeerde Staten mogen hooguit maatschap- pelijke nevenfuncties vervullen, waar zij ten hoogste een reële onkostenvergoeding voor krijgen.
• Het vergaderen achter gesloten deuren brengen we terug tot het absoluut noodzakelijke.
• De Provincie beschikt over veel geld, voor een flink deel opgebracht door onze inwoners. Veel beter dan nu het geval is moet duidelijk zijn waar dat aan besteed wordt. De begroting van de Provincie moet veel transparanter worden.
• Bedreiging van openbaar bestuurders en daarmee van onze samenleving willen wij bij de wortel aanpakken.
• Instellingen die subsidie ontvangen van de Provincie moeten dat geld gebruiken voor de uitvoe- ring van hun taken, niet voor exorbitante beloningen van bestuurders of ontslagvergoedingen. Ook leggen de instellingen die subsidie ontvangen expliciet en gespecificeerd verantwoording af aan de Provinciale Staten over de uitgaven die met subsidiegeld gedaan zijn. Voor bestuurders en directie stellen we het inkomen van de Commissaris van de Koning in als plafond.
• Participatie is de basis van breed gedragen beleid. De provincie maakt meer werk van directe inspraak via referenda, hoorzittingen en e-participatie (via internet). Daarbij houden we nadrukke- lijk rekening met de niet digitaal onderlegde mensen. Burgers moeten de mogelijkheid hebben om zelf burgerinitiatieven en referenda te organiseren, ook in het kader van de Wet ruimtelijke orde- ning. Van nep-participatie naar ‘beginspraak’: aan het begin van een besluitvormingsproces is de gewenste inspraak goed georganiseerd.
• Het beter delen van openbare informatie is van grote waarde voor de samenleving. We maken een slag met het openstellen van Provinciale data en maken daarbij gebruik van de kennis die hiermee inmiddels bij andere overheden is opgedaan.
VOOR EERLIJKE EN MENSWAARDIGE VLUCHTELINGENOPVANG
De regering maakt een puinhoop van de asielopvang. Zie de ellende van de afgelopen maanden, waarbij asielzoekers door een tekort aan plekken buiten en op de grond moesten slapen. Nu komt het kabinet met de zogeheten ‘spreidingswet’ waarmee gemeentes verplicht worden voor opvang te zorgen. De Provincie krijgt een grote rol in de uitvoering ervan. De SP is zeer kritisch over de wet. Vooral de bonusregeling die erin is opgenomen zorgt voor koehandel met vluchtelingen. Op dit moment vangen de armste gemeentes verreweg de meeste vluchtelingen op.
• De SP wil menswaardige bescherming bieden aan mensen op de vlucht. Opvang van vluchte- lingen blijft daarom nodig, maar dan moeten rijke gemeentes ook hun evenredige aandeel leveren. Gemeentes die nog geen opvangmogelijkheden hebben worden erin ondersteund om die te creëren.
• Draagvlak voor opvang is belangrijk. Daarvoor is goede communicatie en eerlijke spreiding onontbeerlijk. En dus ook de randvoorwaarden, waaronder in ieder geval bouwen voor meerdere doelgroepen, zodat alle woningzoekenden betere kansen krijgen.
• We zijn voor kleinschalige vormen van opvang, waarbij het ‘plan Einstein’ uit de stad Utrecht als voorbeeld kan dienen. Daar werd een relatief kleine groep vluchtelingen samen met jongeren gehuisvest en dat werkte uitstekend.
VOOR ONS PERSONEEL
• We zorgen ervoor dat medewerkers in de schoonmaak, bewaking en het restaurant van het Provinciehuis onder een fatsoenlijke cao vallen en de werkzekerheid krijgen die anderen in dienst van de provincie ook hebben.
• CAO-onderhandelingen worden gevoerd met de vakbonden. Het Interprovinciaal Overleg (IPO) mag dat niet omzeilen door op OR-niveau afspraken te maken.
• We doen er alles aan om langdurig ziekteverzuim onder medewerkers te voorkomen. Als dit toch voorkomt helpen we ze om zo snel mogelijk weer aan het werk te gaan, zo nodig in een andere – passende – functie.
• We streven naar diversiteit onder het provinciale personeel, en vragen hetzelfde aan door de provincie gefinancierde organisaties. Ook voor wat betreft mensen met een arbeidsbeperking.
45
VOOR ZUINIGHEID MET GEMEENSCHAPSGELD
• We beperken de inhuur van externe adviseurs en gedetacheerden tot de ‘Roemernorm’. Dit betekent dat niet meer dan 10 procent van de personeelskosten mag worden uitgegeven aan dure externe adviseurs, interim-managers en andere externe medewerkers.
• De SP staat voor maatschappelijk verantwoord ondernemen. We werken daarom zoveel mogelijk met ondernemers uit de Provincie zelf, zodat er zo min mogelijk reiskilometers hoeven te worden afgelegd door het personeel. Maatregelen om meer werkgelegenheid te creëren om mensen met een grote(re) afstand tot de arbeidsmarkt aan de slag te helpen speelt een belangrijke rol bij de selectie van de uitvoerende bedrijven.
• Gedeputeerden maken zo min mogelijk dienstreizen naar verre landen om Utrecht ‘op de kaart te zetten’. Reizen tot en met 750 kilometer gaan voortaan met de trein.
• We verlagen de statenvergoeding. We zoeken daarbij de grens op van de wettelijke regelingen.
• De SP is tegen het nodeloos rondpompen van geld. De Provincie maakt daarom passend gebruik van deze Europese middelen en andere fondsen. Er wordt geen project bedacht, enkel omdat we daarmee geld kunnen binnenhalen.",2613,,
88,SP,provinciale staten,utrecht,VOOR HUISVESTING EN WOONOMGEVING,"De bevolking van de Provincie Utrecht groeit hard. Het is daarom nodig om flink tempo te maken met het bouwen van extra woningen. De SP hanteert het uitgangspunt om woningbouw zoveel mogelijk binnen de bebouwde kom van steden en dorpen plaats te laten vinden. Als dat echt niet lukt, dan moet onder voorwaarden maatwerk worden toegepast. Zo spaar je het groen om de stad, waar om vele redenen ook een toenemende behoefte aan is. En zo bouwen we aan vitale steden en dorpen. Alle Utrechtse gemeenten moeten een bijdrage leveren aan het opschroeven van het aandeel betaalbare woningen. Daarvoor moeten harde afspraken komen.
  De SP staat consequent aan de kant van huurders die tussen wal en schip dreigen te raken. Zo voerde de
SP afdeling Utrecht succesvol actie met de tijdelijke huurders van een sloopcomplex. We kwamen erachter dat de corporatie veel te hoge huren berekende. Na tussenkomst van de SP kregen de huurders (vooral studenten) honderden euro’s terug. In de stad Utrecht kwam er onder impuls van onze wethouder een regeling om de huren van de zogeheten ‘middenhuur’ te beteu- gelen.
 
Een opknapbeurt van het Amersfoortse stadhuis zou onge- veer € 36 miljoen kosten. Het stadsbestuur ging echter voor nieuwbouw, waarvoor de teller al gauw op € 118 miljoen stond.
De Amersfoortse SP startte een online handtekeningenactie om dit gesmijt met gemeenschapsgeld aan de kaakte stellen.
 67
ONZE INZET VOOR DE KOMENDE JAREN:
• Het aandeel huur in de woningvoorraad moet omhoog. Er moeten meer betaalbare woningen komen voor groepen waarvoor een tekort is, zoals studenten, starters en ouderen. Er komt een opdracht richting de gemeentes voor hun aandeel sociaal. Hoe lager het aandeel nu, hoe hoger de opgave. De bouw van koopwoningen wordt alleen toegestaan als in de voorafgaande jaren de afspraken over op te leveren sociale huur zijn nagekomen. We
bevorderen de stichting van kleinschalige woonvoorzieningen en dagopvang, zoals zorgboerderijen en zorgbuurthuizen. Goede spreiding staat daarbij voorop.
• De SP is voor échte sociale huur. Dat wil zeggen: te realiseren door de corporaties, toewijzing via Woningnet, huurontwikke- ling volgens de gemaakte afspraken met de corporaties, het aandeel sociale huur spreiden over de totale planperiode voor gebiedsontwikkelingen.
• Zet in op innovatie. Om bijvoorbeeld meer tempo te maken met woningbouw zou fabrieksma- tige (modulaire) bouw een uitkomst kunnen bieden. Hiermee kan er snel en duurzaam gebouwd worden tegen relatief lage kosten. Steeds meer bouwbedrijven zijn hiermee al aan de slag. Laten we daar gebruik van maken. Innoveren dus. Veel betaalbaar
en ook groen.
• De Provincie dringt bij gemeentes aan om enorme huurstij- gingen van de huren in het middensegment te voorkomen, zoals dat in de stad Utrecht is gebeurd met het Actieplan Middenhuur. Deze woningen moeten minimaal 25 jaar beschikbaar blijven in het segment middenhuur. Daarnaast bepleit de Provincie actief bij het Rijk de woekerprijzen voor huurwoningen te beteugelen.
In de vergadering van 21 september 2022 namen Provinciale Staten een SP-motie aan die het Provinciebestuur opdracht gaf bij de gemeentes aan te dringen op het bouwen van deze échte sociale huur.
 In de vergadering van 21 september 2022 namen Provinciale Staten een SP-motie aan die het Provinciebestuur opdracht geeft hierop aan te dringen bij de gemeenten.
• De Provincie voert de regie als het gaat om ‘ongedeelde steden en dorpen. Iedereen moet een kans krijgen om in de provincie te wonen, ongeacht de dikte van je portemonnee. Bouwen buiten de bebouwde kom staan we alleen toe onder strikte voorwaarden, waarbij vitaliteit van de leefom- geving voorop staat.
Bij nieuwe ontwikkelingen, ook in kleinere gemeentes, wordt een mix van woningen voor alle inkomens voorwaarde. Gemeten over de gehele Provincie moet er bij nieuwbouw minimaal 40% sociale huur komen. Studentenwoningen kleiner dan 30 m2 woonoppervlak tellen hierin niet mee.
• Nu de verhuurderheffing is afgeschaft is er meer ruimte voor investeringen door de corporaties. Die moet worden ingezet voor de beschikbaarheid, betaalbaarheid en verduurzaming van de sociale voorraad. De woningen met de slechtste energielabels krijgen voorrang. Bij uitblijvende resultaten mogen de huren van deze energieslurpende huizen niet worden verhoogd. De Provincie ziet erop toe dat er voldoende bouwgrond beschikbaar komt voor de corporaties.
• Waar bestaande kernen moeten worden uitgebreid, wordt er duurzaam gebouwd. Nieuwbouw moet voldoende leefruimte bieden. Voor 1-2 persoonshuishoudens is dat gemiddeld 50 m2, voor studenten 30 m2, voor gezinnen 60-90 m2. Harde uitgangspunten zijn levensloopbestendig bouwen en bezoekbaar voor mensen met een beperking.
• In gemeentes waar in sterke mate sprake is van vergrijzing stuurt de Provincie op de bouw van drempelloze appartementen binnen de bestaande bebouwde kom. Dat bevordert de doorstroming en vermindert de roep om te bouwen in het groen. Voorwaarde daarbij is voldoende groen om de hoek, bijvoorbeeld door binnentuinen.
• Elke dorpskern moet zichzelf in de basis kunnen voorzien. Dat betekent dat er een minimale aanwe- zigheid van medische zorg, levensmiddelen, OV verbinding, bibliotheek en een onderwijs aanwezig is. De Provincie werkt hierin samen met de gemeenten, zo nodig ook via een Provinciale bijdrage.
• Samen met gemeenten richten we publieke ruimtes in wijken en buurten in, voor jongeren en ouderen om voor meer samenhang en leefbaarheid.
• Bij nieuwe gebiedsontwikkelingen helpt de Provincie de gemeentes om het publieke belang veilig te stellen: voldoende groen, fiets- en OV-voorzieningen zijn onmisbaar. Bij gebiedsontwikkelingen groeien ook groen en de sociale voorzieningen mee. Zo nodig helpt de Provincie hierbij door middel van de aankoop van grond.
• Er wordt niet gestart met het bouwen in groengebieden zoals Rijnenburg, voordat lopende en gestagneerde programma’s zijn afgerond. Aan woningbouw in Rijnenburg kleven veel nadelen. Zo is het peperduur om het gebied bereikbaar te maken met goed openbaar vervoer en het is een belangrijk leefgebied voor bedreigde weidevogels. Bouwen in Rijnenburg betekent vooral dure woningen en verspilling van heel veel gemeenschapsgeld.
• In gebieden waar definitieve woningbouw voorlopig niet kan, willen we tijdelijke woningen (mini- maal 10 jaar) bouwen. Dat kan relatief snel verlichting bieden in de woningnood.
• Aan het Groene Hart wordt niet getornd.
• Samen met de gemeenten stuurt de Provincie ook aan op de bouw van voldoende toegankelijke woningen voor speciale doelgroepen door woningbouwcorporaties. Bijvoorbeeld meergenera- tiewoningen en huizen voor begeleid wonen en levensloopbestendige appartementen binnen de bestaande bebouwde kom.
• De SP zet in op kleinschalige zorgbuurthuizen. Initiatieven vanuit de bewoners zelf om zogeheten ‘knarrenhofjes’ te stichten ondersteunen we.",2404,,
89,SP,provinciale staten,utrecht,VOOR GOED WERK VOOR IEDEREEN,"Ook op het gebied van werkgelegenheid moeten we hard aan de slag. Met een groeiende bevolking in de Provincie is het noodzakelijk dat er voldoende werk is op beperkte afstand van de woongebieden, zodat niet iedereen van hot naar haar hoeft te reizen. Goede ontsluiting van werkgebieden voor fiets en openbaar vervoer is een belangrijke voorwaarde.
De Provincie moet waarborgen dat er ook voldoende arbeidsplaatsen zijn voor niet-hoogopgeleiden. Er is immers een schreeuwend tekort aan technisch- en praktisch geschoolde arbeidskrachten.
Dat gaat ook op voor het personeelsbestand van de Provincie zelf. Met de technische kennis van vakmensen in eigen huis vergroot je de uitvoeringsmogelijkheden en ben je minder afhankelijk van commerciële bedrijven.
ONZE INZET:
• We gaan door met het herbestemmen van leegstaande kantoren, met name om meer sociale woningbouw en studentenkamers te realiseren.
• We investeren in hergebruik en herstructurering van bestaande bedrijventerreinen, waar mogelijk met een mix van wonen en werken. Ook hier is intensiever grondgebruik noodzakelijk om het groen rond de steden en dorpen te sparen.
• We bieden slechts onder strenge voorwaarden ruimte voor nieuwe bedrijventerreinen. Daarbij zijn duurzaamheid, klimaatbestendigheid en bereikbaarheid per OV en fiets belangrijke uitgangspunten. We bieden geen ruimte aan de komst van grote logistieke bedrijven en energieslurpende datacen- ters.
• De huidige terreinen voor zware milieucategorieën blijven beschikbaar voor deze bedrijven. Iedereen gebruikt de producten die er worden gemaakt en ze bieden broodnodige werkgelegenheid voor de technisch geschoolden.
• Het is hard nodig de bereikbaarheid van bedrijventerreinen zoals Lage Weide per fiets en openbaar vervoer te verbeteren. De Provincie gaat daarvoor de komende jaren stappen zetten met de stad en het Rijk en maakt zo nodig extra eigen middelen vrij voor de realisatie van betere verbindingen.
• We steunen de ontwikkeling van De Uithof naar een gebied met een mix van functies. Daarbij krijgen de aanwezige partijen groeiruimte ‘stadinwaarts’ en ontwikkelen we de overige ruimte tot volwaar- dige groene buffers.
• Werk is goed voor iedereen. Het zorgt voor inkomen en sociale cohesie. Werk moet er dan ook zijn voor iedereen. In de huidige krappe arbeidsmarkt liggen volop kansen om mensen met een beper- king aan het werk te helpen. In onze Provincie moet er werk zijn voor zo veel mogelijk mensen, ongeacht handicap, leeftijd, achtergrond en behapbaar voor ieder talent.
• We investeren in de circulaire economie. Hergebruik van materialen en grondstoffen moet de stan- daard zijn. We benutten optimaal de zich snel ontwikkelende kennis en kunde op dit gebied.
VOOR GEZONDE EN STERKE NATUUR
Met een groeiende bevolking is het noodzakelijk dat er ook voldoende groene ruimte is in de Provincie. Dat betekent dat groen evenredig mee moet groeien bij gebiedsontwikkelingen. Veel meer dan in de afgelopen jaren pakt de Provincie hierbij de regie, onder andere door gerichte grondaan- kopen en de inzet van het zogeheten ‘voorkeursrecht’, waardoor verkopende partijen vrijkomende grond eerst aan de Provincie aan moeten bieden.
WAAR WE VOOR STAAN:
• We strijden voor behoud en verdere uitbreiding van groene ruimte. Binnenstedelijk bouwen heeft altijd de voorkeur. Alleen bij hoge uitzondering en bij heel zwaarwegende redenen is bouwen buiten de bebouwde kom een optie. Compensatie van het verlies van groene ruimte in de provincie is daarbij voorwaarde.
• We zetten volop in op de realisatie van het Utrechtse natuurnetwerk en werken een strategie uit voor een versnelling ervan.
• Uitvalswegen van steden en dorpen vormen een uitgelezen kans voor het creëren van ‘groene vingers’: het vergoenen van de bermen langs die wegen. Goed voor de biodiversiteit en klimaat- adaptatie. Daar is een wereld te winnen en dat pakken we samen met de gemeentes op.
• Bij de aanleg van nieuw groen is biodiversiteit een harde voorwaarde.
• De Provincie pakt een rol in nieuwe vormen van financiering van natuur en landschap. Bijvoorbeeld in de vorm van samenwerking met bestaande groenfondsen.
• We zetten ons actief in om te voorkomen dat de gevolgen van bodemdaling worden afgewenteld op gemeenten, bewoners of individuele boeren. Boeren krijgen overheidssteun om hun bedrijfsvoering te veranderen en/of technische maatregelen aan te brengen om de bodemdaling te bestrijden. Huis- eigenaren en huurders mogen niet worden opgezadeld met de lasten van mogelijke schades.
• De Provincie gaat scherper handhaven op het storten van (drugs)afval in onze bossen, rivieren en plassen.
• We stimuleren de aanleg van voedselbossen onder de voorwaarde iedereen daarvan kan profiteren.",1645,,
90,SP,provinciale staten,utrecht,VOOR ONZE BOEREN EN DIEREN,"De SP is voor het terugdringen van de uitstoot van stikstof en het beschermen van onze natuur, maar wij zijn niet tegen boeren. Sterker nog; de SP wil méér boeren. Boeren zijn ook nodig voor natuurbe- houd. Dat kan als de boer met een kleiner bedrijf ook een fatsoenlijk inkomen heeft. De SP is tegen
de grote industriële veebedrijven. Die gaan gepaard met veel vervuiling, dierenleed en risico’s voor de volksgezondheid. We hebben juist meer boeren nodig die gestimuleerd worden om goed met het land om te gaan en die ervoor zorgen dat er minder mest gebruikt wordt, biodiversiteit kunnen herstellen, minder gewasbeschermingsmiddelen gebruiken en minder dieren bij elkaar op een kluitje proppen. We moeten meer plantaardig gaan produceren. De ketens tussen boer en consument moeten korter, waar supermarkten ook een betere prijs voor agrarische producten gaat betalen. Eventuele prijsstijgingen voorkomen we met btw-maatregelen of subsidies, zoals deze nu ook al bestaan.
WAT WIJ WILLEN:
Dierenwelzijn staat bij ons hoog in het vaandel. Bio-industrie en andere massale dierenpakhuizen worden dan ook actief teruggedrongen. Ze veroorzaken dierenleed, zijn een bedreiging voor de natuur, zorgen voor overbemesting, kunnen een gevaar zijn voor de volksgezondheid en brengen omgevingshinder mee.
Bij de bestrijding van dierenoverlast wordt altijd gekozen voor de meest diervriendelijke oplossing.
We maken het makkelijker en financieel aantrekkelijker voor boeren om te helpen met landschaps- beheer, onder andere door sterk vereenvoudigde regels, continuïteit en hogere beheervergoedingen.
De Provincie verbiedt het gebruik van Roundup en andere milieubelastende bestrijdingsmiddelen.
In gebieden grenzend aan het Natuurnetwerk Nederland (NNN) en Natura 2000-gebieden maken we ruimte voor duurzame en biologische extensieve kringlooplandbouw. Deze gebieden wijzen we aan in de omgevingsvisie voor ruimtelijke ordening in de provincie.
Nieuwe intensieve landbouw wordt nergens meer toegestaan en er komt een verbod op nieuwe ligboxstallen.
We zullen de Universiteit Wageningen, HBO en MBO opleidingen actief betrekken bij het levens- vatbaar maken van regionale (kringloop)landbouw. Winsten van multinationals in diervoerder en voedselverwerking en -verkoop zijn hierbij niet leidend.
De provincie stimuleert directe verkoop van streekproducten aan de consument.",825,,
